year,district,school,district_name,school_name,subject,grade,subgroup,valid_tests,pct_below_bsc,pct_bsc,pct_bsc_and_below,pct_prof,pct_adv,pct_prof_adv
2013,20,0,Bedford County,District,Math,3rd through 8th,Hispanic,683,16.1,43.5,59.6,29.3,11.1,40.4
2013,20,0,Bedford County,District,Math,3rd through 8th,Black,417,22.8,42.2,65,23.5,11.5,35
2013,20,0,Bedford County,District,Math,3rd through 8th,Asian,31,3.2,25.8,29,19.4,51.6,71
2013,20,0,Bedford County,District,Math,3rd through 8th,Native American,16,6.1,43.8,49.9,31.3,18.8,50.1
2013,20,0,Bedford County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Math,3rd through 8th,Economically Disadvantaged,2364,17.6,40.4,58,29.9,12.1,42
2013,20,0,Bedford County,District,Math,3rd through 8th,Students with Disabilities,397,40.6,34.5,75.1,12.8,12.1,24.9
2013,20,0,Bedford County,District,Math,3rd through 8th,English Language Learners,284,25.4,55.3,80.7,15.1,4.2,19.3
2013,20,0,Bedford County,District,Math,3rd through 8th,Black/Hispanic/Native American,1116,18.4,43,61.4,27.2,11.4,38.6
2013,20,0,Bedford County,District,Math,3rd,All Students,639,6.8,37.6,44.4,35.4,20.2,55.6
2013,20,0,Bedford County,District,Math,3rd,White,426,7,30.8,37.8,39,23.2,62.2
2013,20,0,Bedford County,District,Math,3rd,Hispanic,131,7.7,51.1,58.8,29,12.2,41.2
2013,20,0,Bedford County,District,Math,3rd,Black,73,5.4,52.1,57.5,28.8,13.7,42.5
2013,20,0,Bedford County,District,Math,3rd,Asian,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Math,3rd,Native American,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,20,0,Bedford County,District,Math,3rd,Economically Disadvantaged,437,7.6,42.8,50.4,32.7,16.9,49.6
2013,20,0,Bedford County,District,Math,3rd,Students with Disabilities,60,25,38.3,63.3,15,21.7,36.7
2013,20,0,Bedford County,District,Math,3rd,English Language Learners,69,14.5,66.7,81.2,10.1,8.7,18.8
2013,20,0,Bedford County,District,Math,3rd,Black/Hispanic/Native American,207,6.7,51.7,58.4,29,12.6,41.6
2013,20,0,Bedford County,District,Math,7th,All Students,583,22.3,36.4,58.7,30,11.3,41.3
2013,20,0,Bedford County,District,Math,7th,White,401,18.9,33.2,52.1,34.2,13.7,47.9
2013,20,0,Bedford County,District,Math,7th,Hispanic,112,22.3,44.6,66.9,26.8,6.3,33.1
2013,20,0,Bedford County,District,Math,7th,Black,64,45.3,39.1,84.4,10.9,4.7,15.6
2013,20,0,Bedford County,District,Math,7th,Asian,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Math,7th,Native American,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Math,7th,Hawaiian or Pacific Islander,,,,,,,
2013,20,0,Bedford County,District,Math,7th,Economically Disadvantaged,352,26.4,39.2,65.6,27.6,6.8,34.4
2013,20,0,Bedford County,District,Math,7th,Students with Disabilities,60,45,38.3,83.3,6.7,10,16.7
2013,20,0,Bedford County,District,Math,7th,English Language Learners,18,61.1,33.3,94.4,5.6,0,5.6
2013,20,0,Bedford County,District,Math,7th,Black/Hispanic/Native American,178,30.3,42.7,73,20.8,6.2,27
2013,20,0,Bedford County,District,RLA,3rd through 8th,All Students,3709,13.4,41.2,54.6,36.9,8.5,45.4
2013,20,0,Bedford County,District,RLA,3rd through 8th,White,2562,11.4,38.3,49.7,40.1,10.2,50.3
2013,20,0,Bedford County,District,RLA,3rd through 8th,Hispanic,682,17.7,47.7,65.4,29.9,4.7,34.6
2013,20,0,Bedford County,District,RLA,3rd through 8th,Black,417,20.2,48.4,68.6,27.6,3.8,31.4
2013,20,0,Bedford County,District,RLA,3rd through 8th,Asian,30,0,30,30,46.7,23.3,70
2013,20,0,Bedford County,District,RLA,3rd through 8th,Native American,16,0,56.2,56.2,43.8,0,43.8
2013,20,0,Bedford County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,RLA,3rd through 8th,Economically Disadvantaged,2363,16.7,46.2,62.9,31.4,5.7,37.1
2013,20,0,Bedford County,District,RLA,3rd through 8th,Students with Disabilities,397,42.6,33.5,76.1,13.1,10.8,23.9
2013,20,0,Bedford County,District,RLA,3rd through 8th,English Language Learners,282,34.8,53.2,88,11.3,0.7,12
2013,20,0,Bedford County,District,RLA,3rd through 8th,Black/Hispanic/Native American,1115,18.4,48.1,66.5,29.2,4.3,33.5
2013,20,0,Bedford County,District,RLA,3rd,All Students,638,12,39.7,51.7,39.2,9.1,48.3
2013,20,0,Bedford County,District,RLA,3rd,White,426,10.5,36.4,46.9,42.3,10.8,53.1
2013,20,0,Bedford County,District,RLA,3rd,Hispanic,130,19.2,45.4,64.6,33.1,2.3,35.4
2013,20,0,Bedford County,District,RLA,3rd,Black,73,9.6,47.9,57.5,32.9,9.6,42.5
2013,20,0,Bedford County,District,RLA,3rd,Asian,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,RLA,3rd,Native American,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,20,0,Bedford County,District,RLA,3rd,Economically Disadvantaged,437,13.9,44.9,58.8,34.3,6.9,41.2
2013,20,0,Bedford County,District,RLA,3rd,Students with Disabilities,60,45,20,65,15,20,35
2013,20,0,Bedford County,District,RLA,3rd,English Language Learners,68,33.8,50,83.8,14.7,1.5,16.2
2013,20,0,Bedford County,District,RLA,3rd,Black/Hispanic/Native American,206,15.5,47.1,62.6,32.5,4.9,37.4
2013,20,0,Bedford County,District,RLA,7th,All Students,583,19.7,39.5,59.2,31.2,9.6,40.8
2013,20,0,Bedford County,District,RLA,7th,White,401,16.2,37.2,53.4,34.9,11.7,46.6
2013,20,0,Bedford County,District,RLA,7th,Hispanic,112,25,42,67,25.9,7.1,33
2013,20,0,Bedford County,District,RLA,7th,Black,64,34.3,45.3,79.6,18.8,1.6,20.4
2013,20,0,Bedford County,District,RLA,7th,Asian,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,RLA,7th,Native American,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,RLA,7th,Hawaiian or Pacific Islander,,,,,,,
2013,20,0,Bedford County,District,RLA,7th,Economically Disadvantaged,352,25.5,43.2,68.7,25.3,6,31.3
2013,20,0,Bedford County,District,RLA,7th,Students with Disabilities,60,55,30,85,8.3,6.7,15
2013,20,0,Bedford County,District,RLA,7th,English Language Learners,18,***,***,***,***,***,***
2013,20,0,Bedford County,District,RLA,7th,Black/Hispanic/Native American,178,28,43.3,71.3,23.6,5.1,28.7
2013,20,0,Bedford County,District,Algebra I,9th through 12th,All Students,534,17.1,25.1,42.2,33.5,24.3,57.8
2013,20,0,Bedford County,District,Algebra I,9th through 12th,White,399,15,24.1,39.1,33.8,27.1,60.9
2013,20,0,Bedford County,District,Algebra I,9th through 12th,Hispanic,76,23.7,22.4,46.1,36.8,17.1,53.9
2013,20,0,Bedford County,District,Algebra I,9th through 12th,Black,52,25.1,36.5,61.6,26.9,11.5,38.4
2013,20,0,Bedford County,District,Algebra I,9th through 12th,Asian,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Algebra I,9th through 12th,Native American,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,20,0,Bedford County,District,Algebra I,9th through 12th,Economically Disadvantaged,320,21.5,29.1,50.6,35.3,14.1,49.4
2013,20,0,Bedford County,District,Algebra I,9th through 12th,Students with Disabilities,53,58.6,24.5,83.1,7.5,9.4,16.9
2013,20,0,Bedford County,District,Algebra I,9th through 12th,English Language Learners,12,75,16.7,91.7,0,8.3,8.3
2013,20,0,Bedford County,District,Algebra I,9th through 12th,Black/Hispanic/Native American,129,24,27.9,51.9,32.6,15.5,48.1
2013,20,0,Bedford County,District,Algebra II,9th through 12th,All Students,478,27.8,40.2,68,24.1,7.9,32
2013,20,0,Bedford County,District,Algebra II,9th through 12th,White,371,24.5,40.7,65.2,25.6,9.2,34.8
2013,20,0,Bedford County,District,Algebra II,9th through 12th,Hispanic,60,35,40,75,21.7,3.3,25
2013,20,0,Bedford County,District,Algebra II,9th through 12th,Black,40,50,37.5,87.5,12.5,0,12.5
2013,20,0,Bedford County,District,Algebra II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Algebra II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,20,0,Bedford County,District,Algebra II,9th through 12th,Economically Disadvantaged,237,31.7,43,74.7,23.2,2.1,25.3
2013,20,0,Bedford County,District,Algebra II,9th through 12th,Students with Disabilities,11,***,***,***,***,***,***
2013,20,0,Bedford County,District,Algebra II,9th through 12th,English Language Learners,10,70,10,80,20,0,20
2013,20,0,Bedford County,District,Algebra II,9th through 12th,Black/Hispanic/Native American,102,40.2,39.2,79.4,18.6,2,20.6
2013,20,0,Bedford County,District,English II,9th through 12th,All Students,546,11.6,35,46.6,46.3,7.1,53.4
2013,20,0,Bedford County,District,English II,9th through 12th,White,418,10.1,30.1,40.2,51.7,8.1,59.8
2013,20,0,Bedford County,District,English II,9th through 12th,Hispanic,71,14.1,53.5,67.6,31,1.4,32.4
2013,20,0,Bedford County,District,English II,9th through 12th,Black,48,22.9,47.9,70.8,27.1,2.1,29.2
2013,20,0,Bedford County,District,English II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,English II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,English II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,20,0,Bedford County,District,English II,9th through 12th,Economically Disadvantaged,289,15.6,42.2,57.8,39.4,2.8,42.2
2013,20,0,Bedford County,District,English II,9th through 12th,Students with Disabilities,54,40.7,48.1,88.8,5.6,5.6,11.2
2013,20,0,Bedford County,District,English II,9th through 12th,English Language Learners,10,***,***,***,***,***,***
2013,20,0,Bedford County,District,English II,9th through 12th,Black/Hispanic/Native American,120,17.5,50.8,68.3,30,1.7,31.7
2013,20,0,Bedford County,District,English III,9th through 12th,All Students,528,24.8,42.6,67.4,21.8,10.8,32.6
2013,20,0,Bedford County,District,English III,9th through 12th,White,421,21.6,43,64.6,24.2,11.2,35.4
2013,20,0,Bedford County,District,English III,9th through 12th,Hispanic,55,32.7,45.5,78.2,14.5,7.3,21.8
2013,20,0,Bedford County,District,English III,9th through 12th,Black,47,46.8,38.3,85.1,8.5,6.4,14.9
2013,20,0,Bedford County,District,English III,9th through 12th,Asian,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,English III,9th through 12th,Native American,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,English III,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,20,0,Bedford County,District,English III,9th through 12th,Economically Disadvantaged,260,32.7,41.5,74.2,19.6,6.2,25.8
2013,20,0,Bedford County,District,English III,9th through 12th,Students with Disabilities,30,***,***,***,***,***,***
2013,20,0,Bedford County,District,English III,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,20,0,Bedford County,District,English III,9th through 12th,Black/Hispanic/Native American,103,38.9,41.7,80.6,12.6,6.8,19.4
2013,30,0,Benton County,District,Math,3rd through 8th,All Students,1031,17.4,34.7,52.1,30.3,17.6,47.9
2013,30,0,Benton County,District,Math,3rd through 8th,White,956,17.4,33.6,51,31.2,17.8,49
2013,30,0,Benton County,District,Math,3rd through 8th,Hispanic,24,16.7,50,66.7,20.8,12.5,33.3
2013,30,0,Benton County,District,Math,3rd through 8th,Black,38,21.1,50,71.1,18.4,10.5,28.9
2013,30,0,Benton County,District,Math,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,Math,3rd through 8th,Economically Disadvantaged,687,22.3,37,59.3,28.2,12.5,40.7
2013,30,0,Benton County,District,Math,3rd through 8th,Students with Disabilities,176,46,34.1,80.1,14.8,5.1,19.9
2013,30,0,Benton County,District,Math,3rd through 8th,English Language Learners,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,3rd through 8th,Black/Hispanic/Native American,67,19.5,50.7,70.2,17.9,11.9,29.8
2013,30,0,Benton County,District,Math,3rd,All Students,156,7.7,34.6,42.3,41,16.7,57.7
2013,30,0,Benton County,District,Math,3rd,White,143,8.3,31.5,39.8,43.4,16.8,60.2
2013,30,0,Benton County,District,Math,3rd,Hispanic,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,3rd,Black,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,3rd,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,3rd,Native American,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,Math,3rd,Economically Disadvantaged,111,10.9,40.5,51.4,36,12.6,48.6
2013,30,0,Benton County,District,Math,3rd,Students with Disabilities,31,19.4,48.4,67.8,29,3.2,32.2
2013,30,0,Benton County,District,Math,3rd,English Language Learners,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,3rd,Black/Hispanic/Native American,11,0,63.6,63.6,18.2,18.2,36.4
2013,30,0,Benton County,District,Math,7th,All Students,192,27.1,36.5,63.6,26,10.4,36.4
2013,30,0,Benton County,District,Math,7th,White,180,27.2,36.7,63.9,26.1,10,36.1
2013,30,0,Benton County,District,Math,7th,Hispanic,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,7th,Black,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,7th,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Math,7th,Native American,,,,,,,
2013,30,0,Benton County,District,Math,7th,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,Math,7th,Economically Disadvantaged,127,33.1,37,70.1,22.8,7.1,29.9
2013,30,0,Benton County,District,Math,7th,Students with Disabilities,31,67.7,25.8,93.5,6.5,0,6.5
2013,30,0,Benton County,District,Math,7th,English Language Learners,,,,,,,
2013,30,0,Benton County,District,Math,7th,Black/Hispanic/Native American,11,27.2,36.4,63.6,18.2,18.2,36.4
2013,30,0,Benton County,District,RLA,3rd through 8th,All Students,1033,10.6,41.2,51.8,38.5,9.7,48.2
2013,30,0,Benton County,District,RLA,3rd through 8th,White,958,9.9,40.5,50.4,39.6,10,49.6
2013,30,0,Benton County,District,RLA,3rd through 8th,Hispanic,24,16.6,54.2,70.8,25,4.2,29.2
2013,30,0,Benton County,District,RLA,3rd through 8th,Black,38,18.4,52.6,71,23.7,5.3,29
2013,30,0,Benton County,District,RLA,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,RLA,3rd through 8th,Economically Disadvantaged,690,13.6,47.1,60.7,33.6,5.7,39.3
2013,30,0,Benton County,District,RLA,3rd through 8th,Students with Disabilities,176,32.3,48.9,81.2,14.8,4,18.8
2013,30,0,Benton County,District,RLA,3rd through 8th,English Language Learners,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,3rd through 8th,Black/Hispanic/Native American,67,17.9,53.7,71.6,23.9,4.5,28.4
2013,30,0,Benton County,District,RLA,3rd,All Students,156,9,44.9,53.9,36.5,9.6,46.1
2013,30,0,Benton County,District,RLA,3rd,White,143,8.3,44.1,52.4,37.1,10.5,47.6
2013,30,0,Benton County,District,RLA,3rd,Hispanic,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,3rd,Black,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,3rd,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,3rd,Native American,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,RLA,3rd,Economically Disadvantaged,111,12.6,51.4,64,30.6,5.4,36
2013,30,0,Benton County,District,RLA,3rd,Students with Disabilities,31,19.3,58.1,77.4,19.4,3.2,22.6
2013,30,0,Benton County,District,RLA,3rd,English Language Learners,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,3rd,Black/Hispanic/Native American,11,9.1,54.5,63.6,36.4,0,36.4
2013,30,0,Benton County,District,RLA,7th,All Students,192,15.6,33.9,49.5,35.4,15.1,50.5
2013,30,0,Benton County,District,RLA,7th,White,180,15.5,33.3,48.8,35.6,15.6,51.2
2013,30,0,Benton County,District,RLA,7th,Hispanic,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,7th,Black,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,7th,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,RLA,7th,Native American,,,,,,,
2013,30,0,Benton County,District,RLA,7th,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,RLA,7th,Economically Disadvantaged,127,18.1,38.6,56.7,32.3,11,43.3
2013,30,0,Benton County,District,RLA,7th,Students with Disabilities,31,48.4,29,77.4,22.6,0,22.6
2013,30,0,Benton County,District,RLA,7th,English Language Learners,,,,,,,
2013,30,0,Benton County,District,RLA,7th,Black/Hispanic/Native American,11,18.1,45.5,63.6,27.3,9.1,36.4
2013,30,0,Benton County,District,Algebra I,9th through 12th,All Students,155,14.8,24.5,39.3,35.5,25.2,60.7
2013,30,0,Benton County,District,Algebra I,9th through 12th,White,144,16,23.6,39.6,36.8,23.6,60.4
2013,30,0,Benton County,District,Algebra I,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra I,9th through 12th,Black,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra I,9th through 12th,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra I,9th through 12th,Native American,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,Algebra I,9th through 12th,Economically Disadvantaged,92,19.6,29.3,48.9,31.5,19.6,51.1
2013,30,0,Benton County,District,Algebra I,9th through 12th,Students with Disabilities,20,55,25,80,15,5,20
2013,30,0,Benton County,District,Algebra I,9th through 12th,English Language Learners,,,,,,,
2013,30,0,Benton County,District,Algebra I,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra II,9th through 12th,All Students,148,23,37.2,60.2,29.7,10.1,39.8
2013,30,0,Benton County,District,Algebra II,9th through 12th,White,138,24,36.2,60.2,30.4,9.4,39.8
2013,30,0,Benton County,District,Algebra II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra II,9th through 12th,Black,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra II,9th through 12th,Native American,,,,,,,
2013,30,0,Benton County,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,Algebra II,9th through 12th,Economically Disadvantaged,75,25.3,38.7,64,29.3,6.7,36
2013,30,0,Benton County,District,Algebra II,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,30,0,Benton County,District,Algebra II,9th through 12th,English Language Learners,,,,,,,
2013,30,0,Benton County,District,Algebra II,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,30,0,Benton County,District,English II,9th through 12th,All Students,173,12.1,33.5,45.6,48.6,5.8,54.4
2013,30,0,Benton County,District,English II,9th through 12th,White,161,12.4,31.7,44.1,50.3,5.6,55.9
2013,30,0,Benton County,District,English II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,30,0,Benton County,District,English II,9th through 12th,Black,*,*,*,*,*,*,*
2013,30,0,Benton County,District,English II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,30,0,Benton County,District,English II,9th through 12th,Native American,,,,,,,
2013,30,0,Benton County,District,English II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,English II,9th through 12th,Economically Disadvantaged,104,15.4,43.3,58.7,39.4,1.9,41.3
2013,30,0,Benton County,District,English II,9th through 12th,Students with Disabilities,19,52.6,42.1,94.7,5.3,0,5.3
2013,30,0,Benton County,District,English II,9th through 12th,English Language Learners,,,,,,,
2013,30,0,Benton County,District,English II,9th through 12th,Black/Hispanic/Native American,10,10,60,70,20,10,30
2013,30,0,Benton County,District,English III,9th through 12th,All Students,163,18.4,37.4,55.8,31.9,12.3,44.2
2013,30,0,Benton County,District,English III,9th through 12th,White,152,18.4,36.2,54.6,32.2,13.2,45.4
2013,30,0,Benton County,District,English III,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,30,0,Benton County,District,English III,9th through 12th,Black,*,*,*,*,*,*,*
2013,30,0,Benton County,District,English III,9th through 12th,Asian,,,,,,,
2013,30,0,Benton County,District,English III,9th through 12th,Native American,*,*,*,*,*,*,*
2013,30,0,Benton County,District,English III,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,30,0,Benton County,District,English III,9th through 12th,Economically Disadvantaged,87,23.1,40.2,63.3,28.7,8,36.7
2013,30,0,Benton County,District,English III,9th through 12th,Students with Disabilities,22,59.1,27.3,86.4,13.6,0,13.6
2013,30,0,Benton County,District,English III,9th through 12th,English Language Learners,,,,,,,
2013,30,0,Benton County,District,English III,9th through 12th,Black/Hispanic/Native American,11,18.2,54.5,72.7,27.3,0,27.3
2013,40,0,Bledsoe County,District,Math,3rd through 8th,All Students,834,16.7,37.6,54.3,31.7,14,45.7
2013,40,0,Bledsoe County,District,Math,3rd through 8th,White,786,16.6,37,53.6,32.2,14.2,46.4
2013,40,0,Bledsoe County,District,Math,3rd through 8th,Hispanic,28,25,50,75,14.3,10.7,25
2013,40,0,Bledsoe County,District,Math,3rd through 8th,Black,12,8.3,41.7,50,33.3,16.7,50
2013,40,0,Bledsoe County,District,Math,3rd through 8th,Asian,*,*,*,*,*,*,*
